#,Name,MLBAMID,RazzballID,FangraphsID,NFBCID,Team,ESPN_POS,YAHOO_POS,Last,First
3636,Jose Iglesias,578428,10231,10231,7867,NYM,SS,SS,Iglesias,Jose
3637,Jose Izarra,692222,692222,sa3019998,,LAD,SS,SS,Izarra,Jose
3638,Jose King,666593,666593,sa917184,,FA,SS,SS,King,Jose
3639,Jose Leanez,692644,692644,sa3015663,,FA,OF,OF,Leanez,Jose
3640,Jose Leclerc,600917,14524,14524,9239,TEX,RP,RP,Leclerc,Jose
3641,Jose Liriano,800016,800016,sa3018444,,FA,1B,1B,Liriano,Jose
3642,Jose Lopez,673111,673111,22982,9908,FA,RP,RP,Lopez,Jose
3643,Jose Marcano,808091,808091,sa3021170,,CLE,SS,SS,Marcano,Jose
3644,Jose Marcano,700716,700716,sa3016827,,FA,C,C,Marcano,Jose
3645,Jose Marte,665896,665896,21761,11263,LAA,RP,RP,Marte,Jose
3646,Jose Martinez,672866,672866,sa3002796,9203,FA,SP,SP,Martinez,Jose
3647,Jose Melendez,699300,699300,sa3015827,,NYM,C,C,Melendez,Jose
3648,Jose Mena,670548,670548,sa919893,,FA,C,C,Mena,Jose
3649,Jose Mendez,691383,691383,sa3016633,,FA,SS,SS,Mendez,Jose
3650,Jose Mendoza,800070,800070,sa3018316,,CHW,RP,RP,Mendoza,Jose
3651,Jose Meza,691561,691561,sa3015558,,LAD,OF,OF,Meza,Jose
3652,Jose Miranda,669304,669304,20538,10253,MIN,3B,3B,Miranda,Jose
3653,Jose Monserrate,805104,805104,sa3018646,,MIA,OF,OF,Monserrate,Jose
3654,Jose Montilla,673387,673387,sa3003102,,FA,RP,RP,Montilla,Jose
3655,Jose Monzon,808267,808267,sa3021222,,TB,SS,SS,Monzon,Jose
3656,Jose Mujica,620445,620445,17821,9904,FA,RP,RP,Mujica,Jose
3657,Jose Mujica,678796,678796,sa3006525,,OAK,C,C,Mujica,Jose
3658,Jose Nodal,685478,685478,sa3009754,,HOU,SP,SP,Nodal,Jose
3659,Jose Noguera,800373,800373,sa3018954,,BAL,C,C,Noguera,Jose
3660,Jose Ochoa,692602,692602,sa3018385,,DET,OF,OF,Ochoa,Jose
3661,Jose Pastrano,691261,691261,sa3015229,,CLE,2B,2B,Pastrano,Jose
3662,Jose Paulino,808685,808685,sa3021293,,KC,OF,OF,Paulino,Jose
3663,Jose Pena,692430,692430,sa3015630,,TB,OF,OF,Pena,Jose
3664,Jose Peraza,606299,13593,13593,8935,FA,2B,2B/3B,Peraza,Jose
3665,Jose Perez,814545,814545,sa3022198,,BAL,2B,2B,Perez,Jose
3666,Jose Perez,699077,699077,sa3016162,,TB,3B,3B,Perez,Jose
3667,Jose Peroza,672692,672692,sa3003288,,NYM,3B,3B,Peroza,Jose
3668,Jose Pirela,808141,808141,sa3021191,,CLE,OF,OF,Pirela,Jose
3669,Jose Quezada,681835,681835,sa3008375,,FA,RP,RP,Quezada,Jose
3670,Jose Quijada,650671,650671,19200,10465,LAA,RP,RP,Quijada,Jose
3671,Jose Quintana,500779,11423,11423,8280,NYM,SP,SP,Quintana,Jose
3672,Jose Ramirez,542432,10171,,,CHW,P,P,Ramirez,Jose
3673,Jose Ramirez,608070,13510,13510,8594,CLE,3B,3B,Ramirez,Jose
3674,Jose Ramos,692374,692374,sa3016541,,SF,SS,SS,Ramos,Jose
3675,Jose Ramos,682947,682947,sa3008845,,LAD,OF,OF,Ramos,Jose
3676,Jose Reyes,677611,677611,sa3005490,,FA,OF,OF,Reyes,Jose
3677,Jose Rivas,678798,678798,sa3005561,,FA,2B,2B,Rivas,Jose
3678,Jose Rodriguez,642578,642578,17860,10610,FA,RP,RP,Rodriguez,Jose
3679,Jose Rodriguez,682635,682635,sa3008753,,FA,OF,OF,Rodriguez,Jose
3680,Jose Rodriguez,800412,800412,sa3018555,,MIN,OF,OF,Rodriguez,Jose
3681,Jose Rodriguez,679563,679563,24388,11659,CHW,2B,2B,Rodriguez,Jose
3682,Jose Rojas,670351,670351,19331,10794,NYY,3B,3B/OF,Rojas,Jose
3683,Jose Romero,696098,696098,sa3015483,,CHC,RP,RP,Romero,Jose
3684,Jose Rondon,602922,14140,,9298,NYM,2B,2B,Rondon,Jose
3685,Jose Ruiz,614179,614179,14552,9543,PHI,RP,RP,Ruiz,Jose
3686,Jose Salas,691191,691191,sa3014690,,MIN,SS,SS,Salas,Jose
3687,Jose Sanabria,692027,692027,sa3015595,,SD,2B,2B,Sanabria,Jose
3688,Jose Sanchez,672566,672566,sa3004382,,FA,2B,2B,Sanchez,Jose
3689,Jose Sibrian,665715,665715,sa917196,,MIL,C,C,Sibrian,Jose
3690,Jose Siri,642350,642350,17452,9907,TB,OF,OF,Siri,Jose
3691,Jose Soriano,667755,667755,22100,11187,LAA,RP,RP,Soriano,Jose
3692,Jose Suarez,660761,660761,19911,10470,LAA,SP,SP,Suarez,Jose
3693,Jose Suarez,699027,699027,sa3016156,,STL,OF,OF,Suarez,Jose
3694,Jose Tena,677588,677588,23691,11383,CLE,SS,SS,Tena,Jose
3695,Jose Torres,686958,686958,sa3017396,,CIN,SS,SS,Torres,Jose
3696,Jose Tovar,808270,808270,sa3021223,,TB,C,C,Tovar,Jose
3697,Jose Trevino,624431,624431,16725,9862,NYY,C,C,Trevino,Jose
3698,Jose Urbina,808142,808142,sa3021192,,ARI,C,C,Urbina,Jose
3699,Jose Urbina,808250,808250,,,TB,P,P,Urbina,Jose
3700,Jose Urena,570632,11589,11589,9010,TEX,SP,SP,Urena,Jose
3701,Jose Urquidy,664353,664353,18413,10645,HOU,SP,SP,Urquidy,Jose
3702,Joselin Payano,805053,805053,sa3018639,,TEX,1B,1B,Payano,Joselin
3703,Joseph Barr,685297,685297,sa3016860,,FA,3B,3B,Barr,Joseph
3704,Joseph Donovan,676973,676973,sa3015088,,CLE,C,C,Donovan,Joseph
3705,Joseph Hernandez,678852,678852,sa3006385,,MIL,SP,SP,Hernandez,Joseph
3706,Joseph King,683165,683165,sa3020857,,STL,RP,RP,King,Joseph
3707,Joseph Montalvo,702477,702477,sa3018802,,TEX,SP,SP,Montalvo,Joseph
3708,Joseph Naranjo,683172,683172,sa3010025,,CLE,1B,1B,Naranjo,Joseph
3709,Joseph Odom,641929,15535,15535,11077,FA,C,C,Odom,Joseph
3710,Joseph Tailor,808544,808544,sa3021285,,MIA,2B,2B,Tailor,Joseph
3711,Joseph Vranesh,687992,687992,sa1170006,,FA,OF,OF,Vranesh,Joseph
3712,Josh Bell,605137,13145,13145,8962,MIA,1B,1B,Bell,Josh
3713,Josh Breaux,677007,677007,sa3008051,,NYY,C,C,Breaux,Josh
3714,Josh Crouch,676509,676509,sa3017370,,DET,C,C,Crouch,Josh
3715,Josh Donaldson,518626,5038,5038,7279,FA,3B,3B,Donaldson,Josh
3716,Josh Dye,682023,682023,sa3007485,,FA,RP,RP,Dye,Josh
3717,Josh Fleming,676596,676596,20418,10958,PIT,RP,RP,Fleming,Josh
3718,Josh Green,681401,681401,sa3006701,11029,ARI,SP,SP,Green,Josh
3719,Josh H. Smith,669701,669701,26396,11441,TEX,SS/3B/ OF,SS/3B/ OF,Smith,Josh H.
3720,Josh Hader,623352,14212,14212,9492,HOU,RP,RP,Hader,Josh
3721,Josh Harrison,543281,8202,8202,8080,CIN,DH,2B/3B/ OF,Harrison,Josh
3722,Josh Hatcher,677049,677049,sa3020115,,TEX,1B,1B,Hatcher,Josh
3723,Josh Hood,681377,681377,sa3020268,,SEA,2B,2B,Hood,Josh
3724,Josh James,657624,657624,16794,10089,STL,RP,RP,James,Josh
3725,Josh Jung,673962,673962,26299,10980,TEX,3B,3B,Jung,Josh
3726,Josh Kasevich,688460,688460,sa3020203,,TOR,SS,SS,Kasevich,Josh
3727,Josh Knoth,805807,805807,,,MIL,P,P,Knoth,Josh
3728,Josh Lester,623507,623507,17737,10546,KC,3B,3B,Lester,Josh
3729,Josh Lindblom,458676,458676,7882,,FA,SP,SP,Lindblom,Josh
3730,Josh Lowe,666139,666139,19953,10254,TB,OF,OF,Lowe,Josh
3731,Josh Maciejewski,656671,656671,sa3007581,,NYY,SP,SP,Maciejewski,Josh
3732,Josh Morgan,656766,656766,sa828797,,FA,SS,SS,Morgan,Josh
3733,Josh Naylor,647304,647304,18839,10255,CLE,1B,1B,Naylor,Josh
3734,Josh Ockimey,656807,656807,sa829375,,FA,1B,1B,Ockimey,Josh
3735,Josh Osich,592612,11528,11528,9096,FA,RP,RP,Osich,Josh
3736,Josh Reddick,502210,3892,3892,,FA,OF,OF,Reddick,Josh
3737,Josh Rivera,687069,687069,sa3022590,,CHC,SS,SS,Rivera,Josh
3738,Josh Roberson,675963,675963,sa3007721,,SD,SP,SP,Roberson,Josh
3739,Josh Rogers,642028,642028,18510,10086,COL,SP,SP,Rogers,Josh
3740,Josh Rojas,668942,668942,19734,10670,SEA,2B/3B,2B/3B,Rojas,Josh
3741,Josh Sale,592714,592714,sa548183,,FA,OF,OF,Sale,Josh
3742,Josh Sborz,622250,622250,18323,10487,TEX,RP,RP,Sborz,Josh
3743,Josh Simpson,681006,681006,sa1053035,,MIA,RP,RP,Simpson,Josh
3744,Josh Staumont,622251,622251,18335,10257,MIN,RP,RP,Staumont,Josh
3745,Josh Stephan,695776,695776,sa3015286,11958,TEX,SP,SP,Stephan,Josh
3746,Josh Stowers,663618,663618,sa3007010,10258,FA,OF,OF,Stowers,Josh
3747,Josh Taylor,657031,657031,17359,10461,KC,RP,RP,Taylor,Josh
3748,Josh Tomlin,458708,9388,9388,7933,FA,RP,RP,Tomlin,Josh
3749,Josh VanMeter,642165,642165,15170,10616,NYY,2B,1B/2B,VanMeter,Josh
3750,Josh Walker,677020,677020,23617,11793,NYM,RP,RP,Walker,Josh
3751,Josh Winckowski,670174,670174,22387,11363,BOS,RP,RP,Winckowski,Josh
3752,Josh Winder,680739,680739,24606,11312,MIN,RP,RP,Winder,Josh
3753,Josh Zamora,695031,695031,sa3020092,,MIA,SS,SS,Zamora,Josh
3754,Joshua Baez,695491,695491,sa3017022,,STL,OF,OF,Baez,Joshua
3755,Joshua Bissonette,673983,673983,sa1170619,,PIT,2B,2B,Bissonette,Joshua
3756,Joshua Cornielly,681739,681739,sa3005890,,NYM,RP,RP,Cornielly,Joshua
3757,Joshua Day,688273,688273,sa3020091,,ARI,SS,SS,Day,Joshua
3758,Joshua Fuentes,658069,658069,16885,10456,FA,3B,1B/3B,Fuentes,Joshua
3759,Joshua Liranzo,808162,808162,sa3021198,,BAL,3B,3B,Liranzo,Joshua
3760,Joshua Loeschorn,700380,700380,sa3020837,,PIT,RP,RP,Loeschorn,Joshua
3761,Joshua Mears,687084,687084,sa3010162,,SD,OF,OF,Mears,Joshua
3762,Joshua Palacios,641943,641943,19818,10852,PIT,OF,OF,Palacios,Joshua
3763,Joshua Quezada,808350,808350,sa3021789,,MIL,SP,SP,Quezada,Joshua
3764,Joshua Stephen,668706,668706,sa918203,,FA,OF,OF,Stephen,Joshua
3765,Joshwan Wright,678428,678428,sa3005519,,OAK,3B,3B,Wright,Joshwan
3766,Josiah Gray,680686,680686,24580,10259,WSH,SP,SP,Gray,Josiah
3767,Josiah Sightler,680906,680906,sa3021047,,PIT,1B,1B,Sightler,Josiah
3768,Josias Ramirez,800382,800382,sa3018543,,CHC,OF,OF,Ramirez,Josias
3769,Josimar Cousin,814300,814300,sa3021579,,CHW,SP,SP,Cousin,Josimar
3770,Josnaider Orellana,800428,800428,sa3019404,,ATL,C,C,Orellana,Josnaider
3771,Jostyn Almonte,691642,691642,sa3016866,,NYM,OF,OF,Almonte,Jostyn
3772,Josue Briceno,800522,800522,sa3018584,,DET,C,C,Briceno,Josue
3773,Josue De Paula,800543,800543,sa3018591,,LAD,OF,OF,De Paula,Josue
3774,Josue Gonzalez,700648,700648,sa3017175,,NYY,C,C,Gonzalez,Josue
3775,Josue Huma,673045,673045,sa3003379,,FA,SS,SS,Huma,Josue
3776,Joswuill Rondon,810048,810048,sa3022246,,TEX,OF,OF,Rondon,Joswuill
3777,Jovani Moran,663558,663558,20422,11287,MIN,RP,RP,Moran,Jovani
3778,JP Sears,676664,676664,23429,11401,OAK,SP,SP,Sears,JP
3779,JR Ritchie,702275,702275,sa3020395,,ATL,SP,SP,Ritchie,JR
3780,JT Brubaker,664141,664141,17578,10476,PIT,SP,SP,Brubaker,JT
3781,JT Chargois,608638,13767,13767,9221,MIA,RP,RP,Chargois,JT
3782,JT Mabry,815842,815842,,,MIA,,,Mabry,JT
3783,JT Riddle,595375,17642,17642,9505,FA,SS,SS,Riddle,JT
3784,JT Schwartz,681286,681286,sa3017371,,NYM,1B,1B,Schwartz,JT
3785,Juan Abreu,693791,693791,sa3017200,,WSH,RP,RP,Abreu,Juan
3786,Juan Alonso,699076,699076,sa3016331,,LAD,OF,OF,Alonso,Juan
3787,Juan Baez,800345,800345,sa3018525,,MIL,SS,SS,Baez,Juan
3788,Juan Benjamin,691405,691405,sa3017217,,CLE,2B,2B,Benjamin,Juan
3789,Juan Brito,682877,682877,sa3009808,11773,CLE,2B,2B,Brito,Juan
3790,Juan Burgos,686228,686228,sa3009272,,SEA,RP,RP,Burgos,Juan
3791,Juan Carela,683636,683636,sa3009237,,CHW,SP,SP,Carela,Juan
3792,Juan Carlos Negret,676002,676002,sa3003430,,FA,OF,OF,Negret,Juan Carlos
3793,Juan Castillo,691435,691435,sa3015541,,COL,C,C,Castillo,Juan
3794,Juan Centeno,518542,7168,7168,8614,FA,C,C,Centeno,Juan
3795,Juan Chacon,691370,691370,sa3014676,,BOS,OF,OF,Chacon,Juan
3796,Juan Corniel,691284,691284,sa3015169,,ARI,SS,SS,Corniel,Juan
3797,Juan Cruz,700319,700319,sa3016194,,SEA,OF,OF,Cruz,Juan
3798,Juan Daniel Encarnacion,683402,683402,sa3008697,,BOS,SP,SP,Encarnacion,Juan Daniel
3799,Juan De La Cruz,801275,801275,sa3019171,,MIA,SP,SP,De La Cruz,Juan
3800,Juan De Los Santos,685379,685379,sa3010808,,BAL,SP,SP,De Los Santos,Juan
3801,Juan Diaz,700725,700725,sa3015867,,FA,OF,OF,Diaz,Juan
3802,Juan Fernandez,667749,667749,sa917824,,FA,C,C,Fernandez,Juan
3803,Juan Flores,808129,808129,sa3021185,,LAA,C,C,Flores,Juan
3804,Juan Frances,808080,808080,sa3021164,,CLE,OF,OF,Frances,Juan
3805,Juan Gamez,670328,670328,sa918731,,FA,RP,RP,Gamez,Juan
3806,Juan Garcia,692450,692450,sa3015632,,WSH,3B,3B,Garcia,Juan
3807,Juan Geraldo,681704,681704,sa3005885,,MIL,RP,RP,Geraldo,Juan
3808,Juan Gonzalez,694943,694943,sa3017166,,CHW,C,C,Gonzalez,Juan
3809,Juan Graterol,492802,5398,5398,9409,FA,C,C,Graterol,Juan
3810,Juan Guerrero,682648,682648,sa3008759,,COL,3B,3B,Guerrero,Juan
3811,Juan Henriquez,808390,808390,sa3022136,,BOS,SP,SP,Henriquez,Juan
3812,Juan Hernandez,808037,808037,sa3021152,,DET,SS,SS,Hernandez,Juan
3813,Juan Jerez,683563,683563,sa3008892,,PIT,3B,3B,Jerez,Juan
3814,Juan Lagares,501571,5384,5384,8470,FA,DH,OF,Lagares,Juan
3815,Juan Machado,696015,696015,sa3016545,,PIT,OF,OF,Machado,Juan
3816,Juan Martinez,666638,666638,sa917056,,FA,3B,3B,Martinez,Juan
3817,Juan Martinez,800417,800417,sa3019541,,BAL,OF,OF,Martinez,Juan
3818,Juan Mejia,675848,675848,sa3003159,,COL,RP,RP,Mejia,Juan
3819,Juan Melendez,699706,699706,sa3016513,,PHI,RP,RP,Melendez,Juan
3820,Juan Mendez,695996,695996,sa3015336,,MIN,RP,RP,Mendez,Juan
3821,Juan Mercedes,675195,675195,sa3002818,,SEA,SP,SP,Mercedes,Juan
3822,Juan Minaya,573668,10341,10341,9247,FA,RP,RP,Minaya,Juan
3823,Juan Mora,680643,680643,sa3008469,,CHC,2B,2B,Mora,Juan
3824,Juan Morillo,666661,666661,sa917772,,LAD,RP,RP,Morillo,Juan
3825,Juan Morillo,695225,695225,sa3016004,,SF,RP,RP,Morillo,Juan
3826,Juan Mota,700729,700729,sa3015868,,FA,3B,3B,Mota,Juan
3827,Juan Nunez,650994,650994,sa828600,,TOR,RP,RP,Nunez,Juan
3828,Juan Nunez,693725,693725,sa3015464,,BAL,SP,SP,Nunez,Juan
3829,Juan Olmos,703181,703181,sa3019778,,KC,C,C,Olmos,Juan
3830,Juan Pinto,699697,699697,sa3018295,,SEA,SP,SP,Pinto,Juan
3831,Juan Pulinario,814224,814224,sa3021652,,TB,OF,OF,Pulinario,Juan
3832,Juan Rojas,700357,700357,sa3016285,,BAL,SP,SP,Rojas,Juan
3833,Juan Rosa,702892,702892,sa3017772,,FA,OF,OF,Rosa,Juan
3834,Juan Sanchez,678738,678738,sa3005444,,SF,RP,RP,Sanchez,Juan
3835,Juan Sierra,808027,808027,sa3021146,,HOU,OF,OF,Sierra,Juan
3836,Juan Soto,665742,665742,20123,10030,NYY,OF,OF,Soto,Juan
3837,Juan Soto,699041,699041,sa3016025,,HOU,SP,SP,Soto,Juan
3838,Juan Sulbaran,808368,808368,sa3021851,,TEX,C,C,Sulbaran,Juan
3839,Juan Then,672730,672730,22828,10876,CHW,RP,RP,Then,Juan
3840,Juan Ulloa,699327,699327,sa3016340,,FA,OF,OF,Ulloa,Juan
3841,Juan Villavicencio,800276,800276,sa3018494,,PHI,SS,SS,Villavicencio,Juan
3842,Juan Yepez,660766,660766,18400,11302,WSH,OF,OF,Yepez,Juan
3843,Juan Zabala,668558,668558,sa913717,,SD,C,C,Zabala,Juan
3844,Juan Zapata,679033,679033,sa3005452,,CLE,SP,SP,Zapata,Juan
3845,Juanel Urena,698960,698960,sa3015753,,FA,OF,OF,Urena,Juanel
3846,Juaron Watts-Brown,695033,695033,,,TOR,P,P,Watts-Brown,Juaron
3847,Jud Fabian,682983,682983,sa3019942,,BAL,OF,OF,Fabian,Jud
3848,Julian Aguiar,687924,687924,sa3017763,11959,CIN,SP,SP,Aguiar,Julian
3849,Julian Bosnic,669343,669343,sa3020734,,PIT,RP,RP,Bosnic,Julian
3850,Julian Escobedo,686659,686659,sa3010030,,CLE,OF,OF,Escobedo,Julian
3851,Julian Fernandez,642759,642759,18341,9937,FA,RP,RP,Fernandez,Julian
3852,Julian Merryweather,657240,657240,16703,9859,CHC,RP,RP,Merryweather,Julian
3853,Julian Smith,681886,681886,sa3010129,,FA,RP,RP,Smith,Julian
3854,Julio Carreras,679734,679734,sa3005598,,COL,SS,SS,Carreras,Julio
3855,Julio Carrion,676425,676425,sa3010015,,FA,3B,3B,Carrion,Julio
3856,Julio Dilone,694040,694040,sa3015085,,MIA,RP,RP,Dilone,Julio
3857,Julio E. Rodriguez,667372,667372,sa917669,,DET,C,C,Rodriguez,Julio E.
3858,Julio Frias,660789,660789,sa873218,,FA,RP,RP,Frias,Julio
3859,Julio Meza,674466,674466,sa3003423,,FA,C,C,Meza,Julio
3860,Julio Pinto,699207,699207,sa3015812,,FA,2B,2B,Pinto,Julio
3861,Julio Pinto,642513,642513,sa736965,,CIN,RP,RP,Pinto,Julio
3862,Julio Robaina,678789,678789,sa3006817,,HOU,SP,SP,Robaina,Julio
3863,Julio Rodriguez,677594,677594,23697,10260,SEA,OF,OF,Rodriguez,Julio
3864,Julio Rodriguez,680588,680588,sa3007992,10881,SF,RP,RP,Rodriguez,Julio
3865,Julio Teheran,527054,6797,6797,7404,BAL,SP,SP,Teheran,Julio
3866,Julio Urias,628711,14765,14765,8669,FA,SP,SP,Urias,Julio
3867,Julio Zayas,808289,808289,sa3021234,,NYM,C,C,Zayas,Julio
3868,Jun-Seok Shim,807149,807149,,,PIT,P,P,Shim,Jun-Seok
3869,Jung Hoo Lee,808982,808982,sa3012640,11903,SF,OF,OF,Lee,Jung Hoo
3870,Juniel Querecuto,578570,12140,12140,9464,FA,SS,SS,Querecuto,Juniel
3871,Junior Aybar,808166,808166,sa3021607,,BAL,OF,OF,Aybar,Junior
3872,Junior Calderon,683754,683754,sa3008919,,FA,3B,3B,Calderon,Junior
3873,Junior Caminero,691406,691406,28163,11875,TB,3B,3B,Caminero,Junior
3874,Junior Cerda,693702,693702,sa3016234,,ARI,RP,RP,Cerda,Junior
3875,Junior Del Valle,699285,699285,sa3015825,,FA,OF,OF,Del Valle,Junior
3876,Junior Fernandez,658551,658551,18496,10666,FA,RP,RP,Fernandez,Junior
3877,Junior Flores,695946,695946,sa3015479,,SF,RP,RP,Flores,Junior
3878,Junior Franco,691285,691285,sa3015170,,ARI,OF,OF,Franco,Junior
3879,Junior Garcia,815010,815010,sa3022283,,ATL,OF,OF,Garcia,Junior
3880,Junior Guerra,448855,5702,5702,9067,FA,RP,RP,Guerra,Junior
3881,Junior Marino,700717,700717,sa3016345,,FA,C,C,Marino,Junior
3882,Junior Paniagua,683488,683488,sa3008875,,FA,2B,2B,Paniagua,Junior
3883,Junior Perez,678577,678577,sa3005744,,OAK,OF,OF,Perez,Junior
3884,Junior Pina,695283,695283,sa3016911,,BAL,RP,RP,Pina,Junior
3885,Junior Quezada,800296,800296,sa3018949,,DET,OF,OF,Quezada,Junior
3886,Junior Sanquintin,682628,682628,sa3010863,10405,CLE,SS,SS,Sanquintin,Junior
3887,Junior Santos,681744,681744,sa3005470,,NYM,SP,SP,Santos,Junior
3888,Junior Tilien,691708,691708,sa3015187,,NYM,2B,2B,Tilien,Junior
3889,Jurickson Profar,595777,10815,10815,8228,SD,OF,OF,Profar,Jurickson
3890,Justice Bigbie,694425,694425,sa3016971,11932,DET,OF,OF,Bigbie,Justice
3891,Justice Thompson,681142,681142,sa3017395,,CIN,OF,OF,Thompson,Justice
3892,Justin Anderson,605121,605121,16201,10023,CHW,RP,RP,Anderson,Justin
3893,Justin Armbruester,701859,701859,sa3017548,,BAL,SP,SP,Armbruester,Justin
3894,Justin Bour,571506,9744,9744,,FA,1B,1B,Bour,Justin
3895,Justin Boyd,687628,687628,sa3020123,,CLE,OF,OF,Boyd,Justin
3896,Justin Bruihl,677865,677865,23779,11258,CIN,RP,RP,Bruihl,Justin
3897,Justin Bullock,668908,668908,sa3005213,,MIL,SP,SP,Bullock,Justin
3898,Justin Campbell,683235,683235,,,CLE,P,P,Campbell,Justin
3899,Justin Connell,676667,676667,sa3004884,,FA,OF,OF,Connell,Justin
3900,Justin Courtney,688896,688896,sa3015069,,FA,RP,RP,Courtney,Justin
3901,Justin Crawford,702222,702222,sa3020240,,PHI,OF,OF,Crawford,Justin
3902,Justin Dean,681909,681909,sa3007070,,ATL,OF,OF,Dean,Justin
3903,Justin Dirden,688869,688869,sa3014986,11746,HOU,OF,OF,Dirden,Justin
3904,Justin Dunn,643290,643290,19268,10261,FA,SP,SP,Dunn,Justin
3905,Justin Evans,681948,681948,sa3014795,,MIA,RP,RP,Evans,Justin
3906,Justin Farmer,668993,668993,sa3017622,,FA,OF,OF,Farmer,Justin
3907,Justin Foscue,679822,679822,sa3014527,11770,TEX,2B,2B,Foscue,Justin
3908,Justin Garza,621057,621057,19784,11228,SF,RP,RP,Garza,Justin
3909,Justin Grimm,518748,11720,11720,8320,FA,RP,RP,Grimm,Justin
3910,Justin Guerrera,702478,702478,sa3017082,,NYM,2B,2B,Guerrera,Justin
3911,Justin Hagenman,663795,663795,sa3008022,,BOS,RP,RP,Hagenman,Justin
3912,Justin Janas,805332,805332,sa3019903,,ATL,1B,1B,Janas,Justin
3913,Justin Jarvis,680691,680691,sa3007775,,NYM,SP,SP,Jarvis,Justin
3914,Justin Johnson,813386,813386,sa3022758,,KC,2B,2B,Johnson,Justin
3915,Justin Kelly,702124,702124,sa3017072,,TOR,RP,RP,Kelly,Justin
3916,Justin King,659381,659381,sa3018278,,MIL,RP,RP,King,Justin
3917,Justin Lange,694367,694367,sa3014517,,NYY,SP,SP,Lange,Justin
3918,Justin Lavey,669671,669671,sa3014817,,FA,2B,2B,Lavey,Justin
3919,Justin Lawrence,664875,664875,17639,10499,COL,RP,RP,Lawrence,Justin
3920,Justin Martinez,679885,679885,24453,11666,ARI,RP,RP,Martinez,Justin
3921,Justin Meis,701568,701568,sa3017207,,PIT,SP,SP,Meis,Justin
3922,Justin Miller,502522,8580,8580,8459,FA,RP,RP,Miller,Justin
3923,Justin Ramirez,814256,814256,sa3021324,,NYM,OF,OF,Ramirez,Justin
3924,Justin Rodriguez,699100,699100,sa3015796,,DET,3B,3B,Rodriguez,Justin
3925,Justin Slaten,686580,686580,sa3010309,,BOS,RP,RP,Slaten,Justin
3926,Justin Steele,657006,657006,17312,10477,CHC,SP,SP,Steele,Justin
3927,Justin Sterner,686993,686993,sa3014864,,TB,RP,RP,Sterner,Justin
3928,Justin Toerner,682109,682109,sa3006735,,STL,OF,OF,Toerner,Justin
3929,Justin Topa,623437,623437,15145,11126,MIN,RP,RP,Topa,Justin
3930,Justin Turner,457759,5235,5235,7742,TOR,1B,1B/3B,Turner,Justin
3931,Justin Upton,457708,5222,5222,5043,FA,OF,OF,Upton,Justin
3932,Justin Verlander,434378,8700,8700,5420,HOU,SP,SP,Verlander,Justin
3933,Justin Williams,681334,681334,sa3017076,,HOU,3B,3B,Williams,Justin
3934,Justin Wilson,679655,679655,sa3008166,,NYY,RP,RP,Wilson,Justin
3935,Justin Wilson,458677,4301,4301,8007,LAD,RP,RP,Wilson,Justin
3936,Justin Wrobleski,680736,680736,sa3019501,,LAD,SP,SP,Wrobleski,Justin
3937,Justin Yeager,687866,687866,sa3010825,,MIL,RP,RP,Yeager,Justin
3938,Justin Yurchak,657144,657144,sa915590,,FA,1B,1B,Yurchak,Justin
3939,Justus Sheffield,656954,17285,17285,9794,FA,RP,RP,Sheffield,Justus
3940,Justyn-Henry Malloy,669234,669234,sa3017073,11617,DET,3B,3B,Malloy,Justyn-Henry
3941,Ka’ai Tom,664789,664789,18136,,FA,OF,OF,Tom,Ka’ai
3942,Kade Kern,807746,807746,,,ATL,,,Kern,Kade
3943,Kade McClure,656701,656701,sa915622,,FA,RP,RP,McClure,Kade
3944,Kade Mechals,686978,686978,sa3020322,,CHW,RP,RP,Mechals,Kade
3945,Kade Morris,695034,695034,,,NYM,P,P,Morris,Kade
3946,Kade Strowd,669704,669704,sa3011418,,BAL,RP,RP,Strowd,Kade
3947,Kaden Polcovich,687659,687659,sa3014496,10868,SEA,2B,2B,Polcovich,Kaden
3948,Kadon Morton,683170,683170,sa3010870,,ATL,OF,OF,Morton,Kadon
3949,Kahlil Watson,696135,696135,sa3017513,,CLE,SS,SS,Watson,Kahlil
3950,Kai Murphy,687625,687625,sa3019857,,SD,OF,OF,Murphy,Kai
3951,Kai-Noa Wynyard,698785,698785,sa3015311,,TEX,RP,RP,Wynyard,Kai-Noa
3952,Kai-Wei Teng,678906,678906,sa3007229,11988,SF,SP,SP,Teng,Kai-Wei
3953,Kainoa Harrison,656508,656508,sa829382,,FA,1B,1B,Harrison,Kainoa
3954,Kala’i Rosario,693850,693850,sa3015199,,MIN,OF,OF,Rosario,Kala’i
3955,Kale Emshoff,668860,668860,sa3014934,,KC,C,C,Emshoff,Kale
3956,Kaleb Bowman,689337,689337,sa3020745,,MIL,RP,RP,Bowman,Kaleb
3957,Kaleb Ort,672391,672391,20061,11286,BAL,RP,RP,Ort,Kaleb
3958,Kameron Misner,670224,670224,sa3011656,,TB,OF,OF,Misner,Kameron
3959,Kamren James,687553,687553,sa3020201,,TB,3B,3B,James,Kamren
3960,Kannon Kemp,807748,807748,,,SD,P,P,Kemp,Kannon
3961,Karell Paz,801740,801740,sa3018969,,NYM,OF,OF,Paz,Karell
3962,Karim Ayubi,699142,699142,sa3016170,,BOS,OF,OF,Ayubi,Karim
